name,name_original,source_table,section,label_es,type,domain_min,domain_max,domain_levels,unit,notes
veg_vita_g8,veg_vitA_g8,mujer,c. Dieta,"Puntuación de diversidad de dieta de mujeres, grupo 8: Verduras anaranjadas o amarillas",binary,,,0;1,,
otroveg_frutas_g9,otroveg_frutas_g9,mujer,c. Dieta,"Puntuación de diversidad de dieta de mujeres, grupo 9: Otras frutas o verduras",binary,,,0;1,,
alcohol_cualquier_dias,alcohol_cualquier_dias,mujer,c. Dieta,"En los últimos 30 días, ¿cuántos días por semana o por mes bebió al menos un trago de cualquier bebida alcohólica (licor) como cerveza, vino, ron?",factor,,,0;1;2;3;4;5;7;15,,
alcohol_num_tragos,alcohol_num_tragos,mujer,c. Dieta,"En los últimos 30 días, en los días que tomó, ¿aproximadamente cuántos tragos toma normalmente cada vez?",numeric_continuous,0,100,,drinks,
alcohol_veces_4omas,alcohol_veces_4omas,mujer,c. Dieta,"Tomando en cuenta todos los tipos de bebidas alcohólicas (tragos), ¿cuántas veces en los últimos 30 días usted tomó 4 tragos o más por vez",factor,,,0;1;2;3;4;6;10,,
alcohol_max_tragos,alcohol_max_tragos,mujer,c. Dieta,"En los últimos 30 días, en los días que tomó, ¿cuál fue la máxima cantidad de tragos que bebió en una sola vez?",numeric_continuous,0,100,,drinks,
fortif_pdulce,Fortif_pdulce,mujer,e. Alimentos Fortificados,"Ayer consumió pan dulce de manteca o tostado: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88,,
fortif_pdulce_dias,Fortif_pdulce_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió pan dulce (9=No sabe),factor,,,1;2;3;4;5;6;7,,
fortif_pdulce_veces,Fortif_pdulce_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió pan dulce,factor,,,1;2;3;4;5;6;7,,
fortif_pan,Fortif_pan,mujer,e. Alimentos Fortificados,"Ayer consumió pan desabrido: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88,,
fortif_pan_dias,Fortif_pan_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió pan desabrido (9=No sabe),factor,,,1;2;3;4;5;6;7,,
fortif_pan_veces,Fortif_pan_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió pan desabrido,factor,,,1;2;3;4;5;7,,
fortif_harina_trig,Fortif_harina_trig,mujer,e. Alimentos Fortificados,"Ayer consumió alimentos preparados en casa de harina de trigo: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88,,
fortif_harina_trig_dias,Fortif_harina_trig_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió harina de trigo (9=No sabe),factor,,,1;2;3;4;5;6;7,,
fortif_harina_trig_veces,Fortif_harina_trig_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió harina de trigo,factor,,,1;2;3;4,,
fortif_harina_maiz,Fortif_harina_maiz,mujer,e. Alimentos Fortificados,"Ayer consumió alimentos preparados en casa de harina de maíz: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88,,
fortif_harina_maiz_dias,Fortif_harina_maiz_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió harina de maíz (9=No sabe),factor,,,1;2;3;4;5;6;7,,
fortif_harina_maiz_veces,Fortif_harina_maiz_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió harina de maíz,factor,,,1;2;3;5;12,,
fortif_jugo_enlatado,Fortif_jugo_enlatado,mujer,e. Alimentos Fortificados,"Ayer consumió jugos envasadas o enlatadas: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88,,
fortif_jugo_enlatado_dias,Fortif_jugo_enlatado_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió jugos envasadas o enlatadas (9=No sabe),factor,,,1;2;3;4;5;6;7,,
fortif_jugo_enlatado_veces,Fortif_jugo_enlatado_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió jugos envasadas o enlatadas,factor,,,0;1;2;3;4;7,,
fortif_refresco_azucar,Fortif_refresco_azucar,mujer,e. Alimentos Fortificados,"Ayer consumió refresco preparado en casa con azúcar incorporada: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88,,
fortif_refresco_azucar_dias,Fortif_refresco_azucar_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió refresco preparado en casa con azúcar incorporada (9=No sabe),factor,,,1;2;3;4;5;6;7,,
fortif_refresco_azucar_veces,Fortif_refresco_azucar_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió refresco preparado en casa con azúcar incorporada,factor,,,0;1;2;3;4;5;6,,
fortif_azucar_morena,Fortif_azucar_morena,mujer,e. Alimentos Fortificados,"Ayer consumió azúcar morena: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88,,
fortif_azucar_morena_dias,Fortif_azucar_morena_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió azúcar morena (9=No sabe),factor,,,1;2;3;4;5;6;7,,
fortif_azucar_morena_veces,Fortif_azucar_morena_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió azúcar morena,factor,,,1;2;3;4;5,,
fortif_azucar_estandar,Fortif_azucar_estandar,mujer,e. Alimentos Fortificados,"Ayer consumió azúcar estandar: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88,,
fortif_azucar_estandar_dias,Fortif_azucar_estandar_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió azúcar estandar (9=No sabe),factor,,,1;2;3;4;5;6;7,,
fortif_azucar_estandar_veces,Fortif_azucar_estandar_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió azúcar estandar,factor,,,1;2;3;4;5;6;7;9,,
fortif_azucar_blanca,Fortif_azucar_blanca,mujer,e. Alimentos Fortificados,"Ayer consumió azúcar blanca: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88,,
fortif_azucar_blanca_dias,Fortif_azucar_blanca_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió azúcar blanca (9=No sabe),factor,,,2;3;7,,
fortif_azucar_blanca_veces,Fortif_azucar_blanca_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió azúcar blanca,factor,,,1;2;3,,
fortif_sal_gruesa,Fortif_sal_gruesa,mujer,e. Alimentos Fortificados,"Ayer consumió sal gruesa: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88;98,,
fortif_sal_gruesa_dias,Fortif_sal_gruesa_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió sal gruesa (9=No sabe),factor,,,1;2;3;4;5;6;7,,
fortif_sal_gruesa_veces,Fortif_sal_gruesa_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió sal gruesa,factor,,,0;1;2;3;4;5;6;7,,
fortif_sal_fina,Fortif_sal_fina,mujer,e. Alimentos Fortificados,"Ayer consumió sal fina: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88;98,,
fortif_sal_fina_dias,Fortif_sal_fina_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió sal fina (9=No sabe),factor,,,1;2;3;4;5;6;7,,
fortif_sal_fina_veces,Fortif_sal_fina_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió sal fina,factor,,,1;2;3;4;6;7,,
fortif_sal_ganado,Fortif_sal_ganado,mujer,e. Alimentos Fortificados,"Ayer consumió sal para ganados [animales]: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88,,
fortif_sal_ganado_dias,Fortif_sal_ganado_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió sal para ganados [animales] (9=No sabe),binary,,,7,,
fortif_sal_ganado_veces,Fortif_sal_ganado_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió sal para ganados [animales],factor,,,1;2;3;4,,
fortif_incaparina,Fortif_incaparina,mujer,e. Alimentos Fortificados,"Ayer consumió atol de Incaparina o comidas preparadas con Incaparina: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88,,
fortif_incaparina_dias,Fortif_incaparina_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió atol de Incaparina o comidas preparadas con Incaparina (9=No sabe),factor,,,1;2;3;4;5;6;7,,
fortif_incaparina_veces,Fortif_incaparina_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió atol de Incaparina o comidas preparadas con Incaparina,factor,,,1;2;3;4;5;6;7,,
fortif_vitacereal,Fortif_vitacereal,mujer,e. Alimentos Fortificados,"Ayer consumió Vitacereal o comidas preparadas con Vitacereal: 1=Sí, 2=No, 3=No consumen, 4=NS/NR",factor,,,1;2;88;98,,
fortif_vitacereal_dias,Fortif_vitacereal_dias,mujer,e. Alimentos Fortificados,número de días durante los últimos 7 que consumió Vitacereal o comidas preparadas con Vitacereal (9=No sabe),factor,,,1;2;3;4;5;6;7,,
fortif_vitacereal_veces,Fortif_vitacereal_veces,mujer,e. Alimentos Fortificados,número de veces por día durante los últimos 7 que consumió Vitacereal o comidas preparadas con Vitacereal,factor,,,1;2;3;4;5,,
embarazo_plan_zika,Embarazo_plan_Zika,mujer,e. Historia de Embarazos,"¿En los últimos 12 meses, afectó la enfermedad de Zika sus planes para quedar embarazada?",factor,,,1;2;98;99,,
embarazo_actual,Embarazo_actual,mujer,e. Historia de Embarazos,La madre está embarazada actualmente,factor,,,1;2;98,,
embarazo_prev_zika,Embarazo_prev_Zika,mujer,e. Historia de Embarazos,¿Le ha hablado la persona que la está atendiendo por su embarazo sobre cómo prevenir la infección por Zika durante su embarazo?,factor,,,1;2;98;99,,
embarazo_queria,Embarazo_queria,mujer,e. Historia de Embarazos,La madre embarazada quería quedar embarazada,factor,,,1;2;3;98,,
embarazo_afecto_zika,Embarazo_afecto_Zika,mujer,e. Historia de Embarazos,¿Afectó la posibilidad de tener infección por Zika su deseo de esperar o de no quedar embarazada?,factor,,,1;2;98,,
embarazo_primer,Embarazo_primer,mujer,e. Historia de Embarazos,Es su primer embarazo de la madre,binary,,,1;2,,
embarazo_vez,Embarazo_vez,mujer,e. Historia de Embarazos,La mujer ha estado embarazada alguna vez,binary,,,1;2,,
hijos_cuantos_casa,Hijos_cuantos_casa,mujer,e. Historia de Embarazos,Cuántos hijos (masculinos) viven actualmente con la madre en la casa,factor,,,0;1;2;3;4;5;6;7,,
hijas_cuantas_casa,Hijas_cuantas_casa,mujer,e. Historia de Embarazos,Cuántos hijas viven actualmente con la madre en la casa,factor,,,0;1;2;3;4;5;6;7,,
hijos_total_casa,Hijos_total_casa,mujer,e. Historia de Embarazos,Cuántos hijos (en total) viven actualmente con la madre en la casa,numeric_continuous,0,16.5,,,bounds inferred from observed range with buffer; requires review
hijos_cuantos_fuera,Hijos_cuantos_fuera,mujer,e. Historia de Embarazos,Cuántos hijos (masculinos) de la madre que actualmente están viven viven fuera de la casa,factor,,,0;1;2;3;4,,
hijas_cuantas_fuera,Hijas_cuantas_fuera,mujer,e. Historia de Embarazos,Cuántos hijas de la madre que actualmente están viven viven fuera de la casa,factor,,,0;1;2;3;4;5,,
hijos_total_fuera,Hijos_total_fuera,mujer,e. Historia de Embarazos,Cuántos hijos (en total) de la madre que actualmente están viven viven fuera de la casa,factor,,,0;1;2;3;4;5;6,,
hijos_murieron,Hijos_murieron,mujer,e. Historia de Embarazos,La madre tuvo hijos que nacieron vivos y que murieron,binary,,,1;2,,
hijos_murieron_cuantos,Hijos_murieron_cuantos,mujer,e. Historia de Embarazos,Cuántos de sus hijos (masculinos) que nacieron vivos han muerto,factor,,,0;1;2;3,,
hijas_murieron_cuantas,Hijas_murieron_cuantas,mujer,e. Historia de Embarazos,Cuántas de sus hijas que nacieron vivos han muerto,factor,,,0;1;2;3,,
hijos_murieron_total,Hijos_murieron_total,mujer,e. Historia de Embarazos,Cuántos de sus hijos y cuántas de sus hijas (en total) que nacieron vivos han muerto,factor,,,0;1;2;3;4;5,,
hijos_mortinato,Hijos_mortinato,mujer,e. Historia de Embarazos,La madre tuvo hijos/as que nacieron muertos después de que tuviera seis meses de embarazo (mortinato),binary,,,1;2,,
hijos_mortinato_total,Hijos_mortinato_total,mujer,e. Historia de Embarazos,Número de morinatos que tuvo la madre,factor,,,0;1;2;3;6,,
numero_mes_ult_mortinato,numero_mes_ult_mortinato,mujer,e. Historia de Embarazos,Número de meses desde su último mortinato de la madre,numeric_integer,-968,352,,count,
numero_mes_pen_mortinato,numero_mes_pen_mortinato,mujer,e. Historia de Embarazos,Número de meses desde su penúltimo mortinato de la madre,factor,,,40;348;360,,
hijos_aborto,Hijos_aborto,mujer,e. Historia de Embarazos,La madre ha perdido algún hijo antes de que tuviera seis meses de embarazo,binary,,,1;2,,
hijos_aborto_cuantos,Hijos_aborto_cuantos,mujer,e. Historia de Embarazos,Cuántos abortos la madre ha tenido,factor,,,1;2;3;4;5;9,,
hijos_total_nacidos,Hijos_total_nacidos,mujer,e. Historia de Embarazos,Total de hijos nacidos,numeric_continuous,0,18,,,bounds inferred from observed range with buffer; requires review
hijo_edad1,Hijo_edad1,mujer,e. Historia de Embarazos,Edad de hijo 1 vivo en años,numeric_continuous,0,24.900000000000002,,,bounds inferred from observed range with buffer; requires review
hijo_edad2,Hijo_edad2,mujer,e. Historia de Embarazos,Edad de hijo 2 vivo en años,numeric_continuous,0,24,,,bounds inferred from observed range with buffer; requires review
hijo_edad3,Hijo_edad3,mujer,e. Historia de Embarazos,Edad de hijo 3 vivo en años,numeric_continuous,0,25.450000000000003,,,bounds inferred from observed range with buffer; requires review
hijo_edad4,Hijo_edad4,mujer,e. Historia de Embarazos,Edad de hijo 4 vivo en años,numeric_continuous,0,22.35,,,bounds inferred from observed range with buffer; requires review
hijo_edad5,Hijo_edad5,mujer,e. Historia de Embarazos,Edad de hijo 5 vivo en años,numeric_continuous,0,20.799999999999997,,,bounds inferred from observed range with buffer; requires review
hijo_edad6,Hijo_edad6,mujer,e. Historia de Embarazos,Edad de hijo 6 vivo en años,numeric_continuous,0,22,,,bounds inferred from observed range with buffer; requires review
hijo_edad7,Hijo_edad7,mujer,e. Historia de Embarazos,Edad de hijo 7 vivo en años,factor,,,5.5;14.3;14.5;15.2,,
hijo_sexo1,Hijo_sexo1,mujer,e. Historia de Embarazos,Sexo de hijo 1,factor,,,.;1;2,,
hijo_sexo2,Hijo_sexo2,mujer,e. Historia de Embarazos,Sexo de hijo 2,factor,,,.;1;2,,
hijo_sexo3,Hijo_sexo3,mujer,e. Historia de Embarazos,Sexo de hijo 3,factor,,,.;1;2,,
hijo_sexo4,Hijo_sexo4,mujer,e. Historia de Embarazos,Sexo de hijo 4,factor,,,.;1;2,,
hijo_sexo5,Hijo_sexo5,mujer,e. Historia de Embarazos,Sexo de hijo 5,factor,,,.;1;2,,
hijo_sexo6,Hijo_sexo6,mujer,e. Historia de Embarazos,Sexo de hijo 6,factor,,,.;1;2,,
hijo_sexo7,Hijo_sexo7,mujer,e. Historia de Embarazos,Sexo de hijo 7,factor,,,.;1;2,,
hijo_vivo1,Hijo_Vivo1,mujer,e. Historia de Embarazos,El niño 1 está vivo,factor,,,.;1;2,,
hijo_vivo2,Hijo_Vivo2,mujer,e. Historia de Embarazos,El niño 2 está vivo,factor,,,.;1;2,,
hijo_vivo3,Hijo_Vivo3,mujer,e. Historia de Embarazos,El niño 3 está vivo,factor,,,.;1;2,,
hijo_vivo4,Hijo_Vivo4,mujer,e. Historia de Embarazos,El niño 4 está vivo,factor,,,.;1;2,,
hijo_vivo5,Hijo_Vivo5,mujer,e. Historia de Embarazos,El niño 5 está vivo,factor,,,.;1;2,,
hijo_vivo6,Hijo_Vivo6,mujer,e. Historia de Embarazos,El niño 6 está vivo,binary,,,.;1,,
hijo_vivo7,Hijo_Vivo7,mujer,e. Historia de Embarazos,El niño 7 está vivo,binary,,,.;1,,
hijo_edad_murio1,Hijo_edad_murio1,mujer,e. Historia de Embarazos,"Edad del niño 1 cuando se murió en días, meses, o años (Utilizar con Hijo_murio_unidad1)",numeric_continuous,0,69,,,bounds inferred from observed range with buffer; requires review
hijo_edad_murio2,Hijo_edad_murio2,mujer,e. Historia de Embarazos,"Edad del niño 2 cuando se murió en días, meses, o años (Utilizar con Hijo_murio_unidad2)",numeric_continuous,0,52.5,,,bounds inferred from observed range with buffer; requires review
hijo_edad_murio3,Hijo_edad_murio3,mujer,e. Historia de Embarazos,"Edad del niño 3 cuando se murió en días, meses, o años (Utilizar con Hijo_murio_unidad3)",numeric_continuous,0,42,,,bounds inferred from observed range with buffer; requires review
hijo_edad_murio4,Hijo_edad_murio4,mujer,e. Historia de Embarazos,"Edad del niño 4 cuando se murió en días, meses, o años (Utilizar con Hijo_murio_unidad4)",factor,,,0;1;2;3;5;8;11;12;18,,
hijo_edad_murio5,Hijo_edad_murio5,mujer,e. Historia de Embarazos,"Edad del niño 5 cuando se murió en días, meses, o años (Utilizar con Hijo_murio_unidad5)",binary,,,8,,
hijo_murio_unidad1,Hijo_murio_unidad1,mujer,e. Historia de Embarazos,Unidad de edad del niño 1 cuando se murió,factor,,,.;1;2;3;4,,
hijo_murio_unidad2,Hijo_murio_unidad2,mujer,e. Historia de Embarazos,Unidad de edad del niño 2 cuando se murió,factor,,,.;1;2;3;4,,
hijo_murio_unidad3,Hijo_murio_unidad3,mujer,e. Historia de Embarazos,Unidad de edad del niño 3 cuando se murió,factor,,,.;1;2;3;4,,
hijo_murio_unidad4,Hijo_murio_unidad4,mujer,e. Historia de Embarazos,Unidad de edad del niño 4 cuando se murió,factor,,,.;1;3;4,,
hijo_murio_unidad5,Hijo_murio_unidad5,mujer,e. Historia de Embarazos,Unidad de edad del niño 5 cuando se murió,binary,,,.;1,,
edad_primer_nacimiento,Edad_primer_nacimiento,mujer,e. Historia de Embarazos,Edad de la madre cuando se dio la luz por la primera vez (primer nacimiento),numeric_integer,0,98,,years,
hijo_menor5an_filtro,Hijo_menor5an_filtro,mujer,f. Salud Materna,Tiene un hijo menor de 5 años (filtro para la siguientes preguntas),binary,,,1;2,,
hijos_menor5an_cuantos,Hijos_menor5an_cuantos,mujer,f. Salud Materna,Número de hijos vivos menores de 5 años,factor,,,0;1;2;3;23,,
ult_nac_nlinea,Ult_nac_Nlinea,mujer,f. Salud Materna,Número de línea del niño que fue el último nacido vivo,id,,,,,
ult_nac_vivo,Ult_nac_vivo,mujer,f. Salud Materna,El último niño nacido está vivo,binary,,,1;2,,
ult_nac_queria,Ult_nac_queria,mujer,f. Salud Materna,"Cuando quedó embarazada la madre quería tener el último hijo entonces, esperar más tiempo, o no quería más hijos",factor,,,1;2;3,,
ult_nac_escuchar_vientre,Ult_nac_escuchar_vientre,mujer,f. Salud Materna,"En su último embarazo, creyó que el bebé podía escucharla y sentirla desde su vientre",factor,,,1;2;98,,
ult_nac_comunic_vientre,Ult_nac_comunic_vientre,mujer,f. Salud Materna,"En su último embarazo, creyó que era importante tener una comunicación con su hijo desde ese momento",factor,,,1;2;98,,
ult_nac_control,Ult_nac_control,mujer,f. Salud Materna,Tuvo algún control prenatal cuando estaba embarazada de su último hijo,binary,,,1;2,,
ult_nac_control_donde,Ult_nac_control_donde,mujer,f. Salud Materna,Donde se hizo el control prenatal la primera vez durante el último embarazo,numeric_continuous,0,148,,,bounds inferred from observed range with buffer; requires review
ult_nac_control_med,Ult_nac_control_med,mujer,f. Salud Materna,Quien la controló durante el último embarazo: Médico,binary,,,No;Yes,,
